ir0,ir1,ir2,ir3,ir4,ir5,ir6,ir7,angle,turn,move
100,100,100,100,100,58.33283069961046,100,100,-64.43558234144007,0,5
100,100,100,100,100,59.82712315322385,100,100,-65.06371912447258,0,5
100,100,100,100,100,61.321415606837235,100,100,-65.69832522769002,0,5
100,100,100,100,100,62.81570806045059,100,100,-66.33934301332016,0,5
100,100,100,100,100,64.31000051406397,100,100,-66.98670725439956,0,5
100,100,100,100,100,65.80429296767736,100,100,-67.64034494636053,0,5
100,100,100,100,100,67.29858542129072,100,100,-68.30017513311856,0,5
100,100,100,100,100,68.79287787490411,100,100,-68.9661087493443,0,5
100,100,100,100,100,70.28717032851749,100,100,-69.6380484806175,0,5
100,100,100,100,100,71.78146278213087,100,100,-70.31588864315273,0,5
100,100,100,100,100,73.27575523574423,100,100,-70.99951508477233,0,5
100,100,100,100,100,78.3622074952748,100,100,-71.6888051087621,0,5
100,100,100,100,100,88.02146575816576,100,100,-72.38362742219579,0,5
100,100,100,100,100,97.68072402105668,100,100,-73.08384211024105,0,5
100,100,100,100,100,100,100,100,-73.78930063786947,0,5
100,100,100,100,100,100,100,100,-74.49984588028525,0,5
100,100,100,100,100,100,100,100,-75.21531218325555,0,5
100,100,100,100,100,100,100,100,-75.93552545438058,0,5
100,100,100,100,100,100,100,100,-76.66030328617126,0,5
100,100,100,100,100,100,100,100,-77.38945511162058,0,5
100,99.62741713638728,100,100,100,100,100,100,-78.12278239275042,0,5
100,98.13312468277388,100,100,100,100,100,100,-78.86007884240007,0,5
100,96.63883222916053,100,100,100,100,100,100,-79.60113067929234,0,5
100,95.14453977554714,100,100,100,100,100,100,-80.34571691617009,0,5
100,93.65024732193376,100,100,100,100,100,100,-81.09360968054563,5,0
100,89.04333668238104,100,100,100,100,100,100,-86.09360968054563,5,0
100,85.52458463945482,100,100,100,100,100,99.64619202543187,-91.09360968054563,5,0
100,82.9302694329983,100,100,100,100,100,96.66835355196163,-96.09360968054563,5,0
100,81.14849778017728,100,100,100,100,100,94.6231787152632,-101.09360968054563,5,0
100,80.10663022126197,100,100,100,100,100,100,-106.09360968054563,5,0
100,79.76374728933462,100,100,100,100,100,100,-111.09360968054563,5,0
100,80.10663022126198,100,100,100,100,100,100,-116.09360968054563,5,0
100,81.14849778017728,100,100,100,100,100,100,-121.09360968054563,5,0
93.65024732193376,100,100,100,100,100,100,100,-126.09360968054563,5,0
89.04333668238104,100,100,100,100,100,100,100,-131.09360968054563,5,0
85.52458463945482,100,100,100,100,100,99.64619202543187,100,-136.09360968054563,5,0
82.9302694329983,100,100,100,100,100,96.66835355196163,100,-141.09360968054563,5,0
81.14849778017728,100,100,100,100,100,94.6231787152632,100,-146.09360968054563,5,0
80.10663022126197,100,100,100,100,100,100,100,-151.09360968054563,5,0
79.76374728933462,100,100,100,100,100,100,100,-156.09360968054563,5,0
80.10663022126198,100,100,100,100,100,100,100,-161.09360968054563,5,0
81.14849778017728,100,100,100,100,100,100,100,-166.09360968054563,5,0
100,100,100,100,100,100,100,93.65024732193376,-171.09360968054563,5,0
100,100,100,100,100,100,100,89.04333668238104,-176.09360968054563,5,0
100,100,100,100,100,99.64619202543187,100,85.52458463945482,178.90639031945437,5,0
100,100,100,100,100,96.66835355196163,100,82.9302694329983,173.90639031945437,5,0
100,100,100,100,100,94.6231787152632,100,81.14849778017728,168.90639031945437,5,0
100,100,100,100,100,100,100,80.10663022126197,163.90639031945437,5,0
100,100,100,100,100,100,100,79.76374728933462,158.90639031945437,5,0
100,100,100,100,100,100,100,80.10663022126198,153.90639031945437,5,0
100,100,100,100,100,100,100,81.14849778017728,148.90639031945437,5,0
100,100,100,100,100,100,93.65024732193376,100,143.90639031945437,5,0
100,100,100,100,100,100,89.04333668238104,100,138.90639031945437,5,0
100,100,100,100,99.64619202543187,100,85.52458463945482,100,133.90639031945437,5,0
100,100,100,100,96.66835355196163,100,82.9302694329983,100,128.90639031945437,5,0
100,100,100,100,94.6231787152632,100,81.14849778017728,100,123.90639031945437,5,0
100,100,100,100,100,100,80.10663022126197,100,118.90639031945437,5,0
100,100,100,100,100,100,79.76374728933462,100,113.90639031945437,5,0
100,100,100,100,100,100,80.10663022126198,100,108.90639031945437,5,0
100,100,100,100,100,100,81.14849778017728,100,103.90639031945437,5,0
100,100,100,100,100,93.65024732193376,100,100,98.90639031945437,5,0
100,100,100,100,100,89.04333668238104,100,100,93.90639031945437,5,0
100,100,100,99.64619202543187,100,85.52458463945482,100,100,88.90639031945437,5,0
100,100,100,96.66835355196163,100,82.9302694329983,100,100,83.90639031945437,5,0
100,100,100,94.6231787152632,100,81.14849778017728,100,100,78.90639031945437,5,0
100,100,100,100,100,80.10663022126197,100,100,73.90639031945437,5,0
100,100,100,100,100,79.76374728933462,100,100,68.90639031945437,5,0
100,100,100,100,100,80.10663022126198,100,100,63.906390319454374,5,0
100,100,100,100,100,81.14849778017728,100,100,58.906390319454374,5,0
100,100,100,100,93.65024732193376,100,100,100,53.906390319454374,5,0
100,100,100,100,89.04333668238104,100,100,100,48.906390319454374,5,0
100,100,99.64619202543187,100,85.52458463945482,100,100,100,43.906390319454374,5,0
100,100,96.66835355196163,100,82.9302694329983,100,100,100,38.906390319454374,5,0
100,100,94.6231787152632,100,81.14849778017728,100,100,100,33.906390319454374,5,0
100,100,100,100,80.10663022126197,100,100,100,28.906390319454374,5,0
100,100,100,100,79.76374728933462,100,100,100,23.906390319454374,5,0
100,100,100,100,80.10663022126198,100,100,100,18.906390319454374,5,0
100,100,100,100,81.14849778017728,100,100,100,13.906390319454374,5,0
100,100,100,93.65024732193376,100,100,100,100,8.906390319454374,5,0
100,100,100,89.04333668238104,100,100,100,100,3.906390319454374,0,5
100,100,100,94.22751712431683,100,100,100,100,3.95876399586777,0,5
100,99.91135410633748,100,99.41169756625266,100,100,100,100,4.0125587955493245,0,5
100,98.02446673640785,100,100,100,100,100,100,4.06783325699908,0,5
100,96.13757936647818,100,100,100,100,100,100,4.124649172868516,0,5
100,94.25069199654854,100,100,100,100,100,100,4.183071818856092,0,5
100,92.3638046266189,100,100,100,100,100,100,4.243170202162929,0,5
100,90.47691725668923,100,100,100,100,100,100,4.305017331481764,0,5
100,88.5900298867596,100,100,100,100,100,100,4.368690510724832,0,5
100,86.70314251682993,100,100,100,100,100,100,4.434271658956845,0,5
100,100,81.4476803121217,100,100,100,100,100,4.501847659294867,0,5
100,100,79.62782914079068,100,100,100,100,100,4.571510739876686,0,5
100,100,77.80797796945967,100,100,100,100,100,4.6433588903800285,0,5
100,100,75.98812679812866,100,100,100,100,100,4.717496318016487,0,5
100,100,74.16827562679765,100,100,100,100,100,4.794033947422918,0,5
100,100,72.34842445546664,100,100,100,100,100,4.873089969449211,0,5
100,100,70.52857328413562,100,100,100,100,100,4.9547904444992525,0,5
100,100,68.70872211280461,100,100,100,100,100,5.039269966841346,0,5
100,100,66.88887094147358,100,100,100,100,100,5.1266723971789645,0,5
100,100,65.06901977014257,100,100,100,100,100,5.217151671782403,0,5
100,100,63.24916859881156,100,100,100,100,100,5.310872697654389,0,5
100,100,61.42931742748054,100,100,100,100,100,5.40801234455904,0,5
100,100,59.609466256149524,100,100,100,100,100,5.508760546327807,0,5
100,100,57.78961508481851,100,100,100,100,100,5.613321525699007,0,5
100,100,70.48315960569832,100,100,100,100,100,5.721915159107965,0,5
100,100,84.22054670297179,100,100,100,100,100,5.834778500374739,0,5
100,100,97.95793380024529,100,100,100,100,100,5.952167485216421,0,5
100,100,100,100,100,100,100,100,6.074358842021724,0,5
100,100,100,100,100,100,100,100,6.2016522384827795,0,5
100,100,100,100,100,100,100,100,6.33437269861119,0,5
100,100,100,100,100,100,100,100,6.472873330535947,0,5
100,100,100,100,100,100,100,100,6.617538412496657,0,5
100,100,100,100,100,100,100,100,6.768786892850187,0,5
96.61674686473366,100,100,100,100,100,100,100,6.927076370021638,0,5
91.61674686473353,100,100,96.21948278645854,100,100,100,100,7.092907630538292,0,5
86.61674686473339,100,100,92.1730397634223,100,100,100,100,7.266829838078621,0,5
81.61674686473326,100,100,88.12659674038608,100,100,100,100,7.449446484469121,0,5
76.61674686473312,100,100,87.76687721557238,100,100,100,100,7.641422235552511,0,5
71.61674686473299,100,100,92.95105765750836,100,100,100,100,7.8434908318329235,0,5
66.61674686473285,100,100,98.13523809944432,100,100,100,100,8.056464237056389,0,5
61.61674686473272,100,100,100,100,100,100,100,8.28124326905612,0,5
56.61674686473258,100,100,100,100,100,100,100,8.51882999841203,0,5
51.61674686473245,100,100,100,100,100,100,53.886466798371366,8.770342264514682,0,5
46.61674686473231,100,100,100,100,100,100,48.7022863564354,9.03703073911177,0,5
41.61674686473218,100,100,100,100,100,100,43.518105914499436,9.3202990691193,0,5
36.61674686473204,100,100,100,100,100,100,38.333925472563465,9.62172775971996,0,5
31.616746864731912,100,100,100,100,100,100,33.1497450306275,9.943102623957628,0,5
26.616746864731777,100,100,100,100,100,100,27.96556458869153,10.286448837451104,0,5
21.616746864731642,100,100,100,100,100,100,22.78138414675557,10.654071911711355,0,5
16.616746864731507,100,100,100,100,100,100,17.597203704819595,11.048607257521098,5,0
17.597203704819595,100,100,100,100,100,100,16.616746864731507,6.048607257521098,5,0
18.88086251144234,100,100,100,100,100,100,15.89387294281705,1.0486072575210983,5,0
20.53347762786122,100,100,100,100,100,33.60632521313495,15.397404256427151,-3.9513927424789017,5,0
22.650273548463073,100,100,100,100,100,28.91108080056452,15.107100716381478,-8.951392742478902,5,0
25.37168824225458,100,100,100,100,100,25.37168824225458,15.011560618114686,-13.951392742478902,5,0
100,100,100,100,100,100,22.650273548463073,15.107100716381478,-18.9513927424789,5,0
100,100,100,100,100,100,20.53347762786122,15.397404256427151,-23.9513927424789,5,0
100,100,100,100,100,100,18.880862511442334,15.893872942817053,-28.9513927424789,5,0
100,100,100,100,100,100,17.597203704819595,16.616746864731507,-33.9513927424789,5,0
100,100,100,100,100,100,16.616746864731507,17.597203704819595,-38.9513927424789,5,0
100,100,100,100,100,100,15.89387294281705,18.88086251144234,-43.9513927424789,5,0
100,100,100,100,100,33.60632521313495,15.397404256427151,20.53347762786122,-48.9513927424789,5,0
100,100,100,100,100,28.91108080056452,15.107100716381478,22.650273548463073,-53.9513927424789,5,0
100,100,100,100,100,25.37168824225458,15.011560618114686,25.37168824225458,-58.9513927424789,5,0
100,100,100,100,100,22.650273548463073,15.107100716381478,100,-63.9513927424789,5,0
100,100,100,100,100,20.53347762786122,15.397404256427151,100,-68.9513927424789,0,5
100,100,100,100,100,21.593404041263668,16.279039159969347,100,-70.96917576467393,0,5
100,100,100,100,100,22.65333045466614,17.160674063511546,100,-73.03717909494435,0,5
100,100,100,100,100,23.713256868068605,18.042308967053742,100,-75.15172090111378,0,5
100,100,100,100,100,24.773183281471052,18.92394387059594,100,-77.30844678682797,0,5
96.23249896589921,100,100,100,100,25.833109694873524,100,100,-79.50235092654515,0,5
91.23249896589921,100,100,100,100,26.893036108275982,100,100,-81.7278195455595,0,5
86.23249896589924,100,100,100,100,27.952962521678447,100,100,-83.97869727952025,0,5
81.23249896589925,100,100,100,100,29.01288893508091,100,99.68229028382737,-86.24837549791357,0,5
